alcohol,malic_acid,ash,ash_alcanity,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280,proline
1.518612540989146,0.19169960474308304,0.23205254099474312,-1.1695931750229027,1.9139052175708113,0.6275862068965518,0.5738396624472573,-0.6595631143050643,1.2248839840604524,0.2517168498188536,0.45528455284552855,0.9706959706959706,0.5613409415121255
0.24628962701505472,0.20553359683794467,-0.8279963232661995,-2.4908471410952195,0.018145020611759512,0.5758620689655173,0.5105485232067509,-0.8207192355765833,-0.5447209874470061,-0.2933213287130475,0.4634146341463415,0.7802197802197801,0.5506419400855921
0.19687902841412025,0.32015810276679846,1.1093343596934533,-0.26873819815541344,0.08835836123987255,0.6275862068965518,0.6118143459915611,-0.4984069930335457,2.1359677317672627,0.2690196491373267,0.4471544715447155,0.6959706959706959,0.6469329529243938
1.6915496360924187,0.23913043478260873,0.4879264047818666,-0.8092511842759069,0.930918448777229,0.9896551724137932,0.6645569620253164,-0.9818753568481025,1.0321547297378582,1.1860680130163985,0.3089430894308944,0.7985347985347986,0.8573466476462198
0.2957002256159914,0.36561264822134387,1.84040254194238,0.45194578333857716,1.281985151917794,0.6275862068965518,0.4957805907172995,0.22679555268828971,0.4014044428639123,-0.3192755276907569,0.45528455284552855,0.6080586080586081,0.3259629101283881
1.481554592038443,0.20158102766798422,0.3051593592196358,-1.289707171938568,0.8607051081491158,0.7896551724137932,0.6434599156118143,-0.17609475049050752,0.6642170623947229,0.731869530906481,0.4634146341463415,0.5787545787545789,0.8359486447931527
1.7162549353928882,0.22332015810276687,0.3051593592196358,-1.4698781673120658,-0.2627083419006926,0.5241379310344828,0.4599156118143459,-0.4984069930335457,0.6817379036967769,0.08301455646374147,0.43902439024390244,0.8461538461538463,0.7218259629101285
1.30861749693517,0.2786561264822135,0.8900139050187754,-0.5690231904445764,1.4926251738021332,0.5586206896551725,0.45780590717299563,-0.4178289323977861,-0.5972835113531684,-0.003499440128623882,0.47154471544715454,0.8461538461538463,0.725392296718973
2.2597715200031785,0.17786561264822134,-0.7183360959288614,-1.6500491626855633,-0.19249500127257957,0.6275862068965518,0.5569620253164557,-0.5789850536693052,0.6817379036967769,0.06138605731565023,0.48780487804878053,0.5787545787545789,0.5470756062767476
1.061564503930491,0.12055335968379452,-0.3528020048043981,-1.0494791781072375,-0.12228166064446655,0.6896551724137931,0.5928270042194091,-1.1430314781196214,0.4539669667700745,0.9351774228985393,0.4308943089430895,0.8351648351648351,0.5470756062767476
1.3580280955361046,0.2806324110671937,-0.24314177746705992,-0.4489091935289116,0.36921172375232464,0.6793103448275863,0.6286919831223627,-1.1430314781196214,1.3825715557789386,0.29929954794465463,0.6260162601626016,0.6959706959706959,0.8787446504992867
1.3827333948365716,0.14624505928853757,-0.17003495924216727,-0.8092511842759069,-0.33292168252880566,0.42068965517241386,0.44092827004219404,-0.8207192355765833,-0.03661658968743881,-0.02512793927671512,0.5609756097560976,0.5677655677655677,0.7146932952924394
0.925685357777919,0.1956521739130435,0.15894572276985047,-1.0494791781072375,-0.7542017262974838,0.5586206896551725,0.5105485232067509,-0.5789850536693052,0.38388360156185825,0.23441405050038053,0.5447154471544715,0.5970695970695972,0.7432239657631955
2.160950322801307,0.1956521739130435,0.08583890454495782,-2.430790142637387,-0.6137750450412578,0.7310344827586208,0.7067510548523206,0.5491077952313275,2.1359677317672627,0.14790005390801558,0.6260162601626016,0.5347985347985347,0.6219686162624822
1.7039022857426547,0.22332015810276687,0.04928549543251068,-2.250619147263889,0.15857170186798558,0.8,0.6962025316455696,-0.5789850536693052,2.398780351298073,1.0562970181278508,0.5853658536585367,0.6336996336996337,0.9051355206847361
0.7774535619751135,0.2114624505928854,1.2189945870307932,-0.6891371873602422,0.8607051081491158,0.6448275862068966,0.5421940928270041,-0.4984069930335457,-0.22934584401003347,0.9697830215354855,0.6504065040650406,0.5897435897435896,0.7360912981455064
1.6050810885407834,0.233201581027668,1.2921014052556858,0.1516607910494142,1.42241183317402,0.6275862068965518,0.590717299578059,-0.25667281112626705,0.6642170623947229,0.4939560402774766,0.4796747967479676,0.5054945054945055,0.7146932952924394
1.0245065549797903,0.1640316205533597,0.9265673141312225,0.1516607910494142,1.0713451300334549,0.6793103448275863,0.6455696202531644,0.3073736133240493,0.2261960298433717,0.6669840334622069,0.5284552845528454,0.4761904761904761,0.6077032810271041
1.4692019423882092,0.16798418972332022,0.41481958655697393,-0.899336681962656,0.5798517456366638,0.8,0.7573839662447257,-0.3372508717620266,0.47148780807212853,1.575380997682042,0.6097560975609757,0.5677655677655677,1.0
0.7898062116253471,0.46640316205533605,0.7072468594565445,-1.289707171938568,1.141558470661568,0.5931034482758621,0.5675105485232066,-1.5459217812984185,0.12107098203104735,0.01812905901946736,0.39024390243902435,0.7655677655677655,0.40442225392296727
1.30861749693517,0.17588932806324112,-0.31624859569195257,-1.0494791781072375,1.8436918769426982,0.6965517241379311,0.5970464135021096,-0.9818753568481025,0.8919879993214256,0.2560425496484722,0.4959349593495936,0.8937728937728937,0.35805991440798857
-0.08723191354125955,0.6047430830039526,1.0362275414685607,-0.26873819815541344,0.15857170186798558,0.49310344827586217,0.43670886075949367,-0.9012972962123429,0.6817379036967769,-0.2414129307576283,0.4471544715447155,0.8241758241758241,0.35092724679029963
0.8762747591769846,0.2213438735177866,-0.023821322792381975,-0.8693081827337393,0.08835836123987255,0.5620689655172414,0.5358649789029535,-0.7401411749408239,0.17363350593720953,-0.5442119188309068,0.5121951219512195,1.0,0.5399429386590585
-0.1860531107431307,0.16996047430830044,0.5610332230067593,-0.508966191986744,-0.33292168252880566,0.5172413793103449,0.42827004219409276,-0.8207192355765833,-0.22934584401003347,-0.4879778210458693,0.4959349593495936,0.8644688644688645,0.5256776034236805
0.6168691165220721,0.2114624505928854,0.8900139050187754,0.1516607910494142,-0.2627083419006926,0.5344827586206896,0.4789029535864978,-0.6595631143050643,0.12107098203104735,-0.6653315140602182,0.5203252032520327,0.9340659340659341,0.40442225392296727
0.060999882261548254,0.258893280632411,3.1197718608780005,1.653085752495229,1.7032651956864722,0.5689655172413793,0.49367088607594933,0.8714200377743652,0.5766128558844525,-0.6393773150825085,0.5284552845528454,0.7069597069597071,0.3937232524964337
0.48098997036950003,0.20355731225296445,0.9265673141312225,-1.0194506788783209,-0.4733483637850317,0.6448275862068966,0.5485232067510548,-0.17609475049050752,-0.24686668531208752,-0.11164193586908047,0.35772357723577236,0.7142857142857144,0.6540656205420827
0.3698161235173953,0.19367588932806326,-0.8279963232661995,-0.7491941858180745,-0.4031350231569187,0.4896551724137931,0.390295358649789,-0.7401411749408239,-0.42207509833262774,-0.47932642138663273,0.43902439024390244,0.5494505494505495,0.7182596291012839
1.0739171535807246,0.22924901185770755,1.5845286781552548,-0.02851020432408396,0.5096384050085507,0.6793103448275863,0.5548523206751055,0.06563943141677064,0.29627939505158796,-0.2414129307576283,0.6260162601626016,0.7802197802197801,0.4543509272467904
1.2592068983342333,0.1857707509881423,-0.572122459479076,-1.0494791781072375,-0.2627083419006926,0.5758620689655173,0.4198312236286919,-0.8207192355765833,0.6817379036967769,-0.15489893416526296,0.45528455284552855,0.8498168498168497,0.5399429386590585
0.9009800584774519,0.15019762845849807,1.2189945870307932,0.9023732717723215,0.08835836123987255,0.6965517241379311,0.6139240506329113,-0.5789850536693052,1.3825715557789386,0.2776710487965634,0.5772357723577235,0.5274725274725274,0.7182596291012839
0.7156903137239432,0.18181818181818185,-0.023821322792381975,-0.11859570201083199,0.4394250643804377,0.6482758620689655,0.60126582278481,-1.1430314781196214,0.6291753797906147,0.7967550283507551,0.4959349593495936,0.5897435897435896,0.8823109843081313
0.8392168102262816,0.2154150197628459,-0.023821322792381975,-0.6891371873602422,0.2989983831242116,0.496551724137931,0.4957805907172995,0.4685297345955679,0.6642170623947229,-0.5269091195124338,0.6097560975609757,0.5860805860805862,0.5078459343794579
0.9380380074281527,0.15612648221343875,1.2189945870307932,0.00151829490483276,2.2649719207113765,0.6793103448275863,0.5063291139240506,1.1131542196816437,-0.42207509833262774,0.14790005390801558,0.6260162601626016,0.6336996336996337,0.6825962910128388
0.6292217661723056,0.20948616600790518,1.0362275414685607,-0.1486242012397487,0.7202784268928898,0.47241379310344833,0.4620253164556961,-0.5789850536693052,-0.08917911359360099,-0.37118392564617614,0.5040650406504066,0.5860805860805862,0.5827389443651926
0.5921638172216048,0.2114624505928854,0.15894572276985047,0.3018032871939957,0.018145020611759512,0.5931034482758621,0.5569620253164557,-0.8207192355765833,0.47148780807212853,0.01812905901946736,0.45528455284552855,0.8058608058608059,0.4579172610556348
0.34511082421692585,0.17786561264822134,1.73074231460504,-1.1996216742518189,0.7202784268928898,0.5586206896551725,0.49367088607594933,-0.17609475049050752,-0.4045542570305737,-0.19815593246144583,0.4959349593495936,0.5531135531135531,0.4293865905848788
0.060999882261548254,0.17984189723320157,0.6706934503440974,-0.4489091935289116,-0.12228166064446655,0.5068965517241381,0.44092827004219404,-0.5789850536693052,-0.2643875266141416,-0.3495554264980849,0.5203252032520327,0.4542124542124541,0.5898716119828816
0.0857051815620155,0.15019762845849807,-0.9742099597159848,-1.1996216742518189,-0.12228166064446655,0.4896551724137931,0.4852320675105485,-0.6595631143050643,-0.3870334157285196,-0.5874689171270893,0.5691056910569106,0.5201465201465201,0.529243937232525
1.5062598913389122,0.6422924901185771,0.5244798138943121,-1.8902771565168939,1.9841185581989245,0.6965517241379311,0.5696202531645569,-1.30418759939114,0.8569463167173175,0.01812905901946736,0.3333333333333333,0.8278388278388278,0.3437945791726106
0.6909850144234759,0.19169960474308304,-0.2065883683546128,-0.9894221796494052,1.211771811289681,0.7482758620689656,0.6223628691983122,-0.17609475049050752,1.3124881905707224,0.46367614147014863,0.3821138211382114,0.7728937728937728,0.36875891583452214
