song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
0.20567323015891423,0.0921,0.72,0.802,0.0,0.09090909090909091,0.6940000000000001,0.4317782938206203,1,0.0582,0.10387637146080193,0.8,0.723
-0.24040850017500928,0.737,0.483,0.412,0.0,0.6363636363636364,0.1159999999999999,-0.26273182296222175,1,0.0402,1.7115324073241056,0.6000000000000001,0.247
-0.12577045943780463,0.2739999999999999,0.6709999999999999,0.565,6.51e-05,1.0,0.37,0.013612292574494825,0,0.16,1.0091763477705566,0.8,0.561
-0.5809671939160411,0.00234,0.7040000000000001,0.529,0.8740000000000001,1.0,0.37,-0.26638165090327254,0,0.0416,0.6661725448023234,0.8,0.507
-0.6885657532742413,0.000414,0.354,0.91,0.205,0.09090909090909091,0.456,0.4229144259637822,1,0.043,1.182630303417907,0.8,0.362
0.013341453906995756,7.950000000000001e-05,0.42,0.9,0.000254,1.0,0.106,0.04828565801447906,1,0.05,0.5178164283965508,0.8,0.4589999999999999
-0.48386732054569315,0.0998,0.6940000000000001,0.63,0.0006349999999999,0.6363636363636364,0.12,0.15986611221232305,0,0.162,-1.0812296542824904,0.8,0.341
-0.4252856904948615,0.228,0.665,0.89,0.0,0.09090909090909091,0.122,1.3199899934749533,1,0.1969999999999999,0.6581203213789829,0.8,0.32
0.32121066409441923,0.000154,0.5479999999999999,0.742,3.97e-05,0.0,0.109,0.23911951893228683,1,0.0337,-0.05462345497177535,0.8,0.583
-0.3805581749024639,0.765,0.8590000000000001,0.244,0.0,0.4545454545454546,0.126,-1.5495568741784786,1,0.0562,0.03133664443062973,0.8,0.875
-2.7976082112424456,0.975,0.289,0.451,0.942,0.18181818181818182,0.222,-1.9708512993740765,1,0.0538,0.37148208237412755,0.6000000000000001,0.59
-0.45873619906241636,0.193,0.579,0.904,0.0,0.4545454545454546,0.064,1.2316120169023619,1,0.0618,-1.361175136156259,0.8,0.6809999999999999
-0.41515022099093846,0.262,0.901,0.72,0.0,1.0,0.0766,1.2063239233107943,0,0.36,-1.0807416407416819,0.8,0.795
-0.39899573546762085,0.625,0.648,0.442,0.0,0.36363636363636365,0.757,-0.6365784849241568,0,0.0487,1.2771654978945173,0.8,0.962
-0.3125156202464345,0.0704,0.721,0.64,1.62e-05,0.8181818181818182,0.21,-0.009329483054968446,0,0.0336,-0.03586979176070693,0.8,0.5529999999999999
-0.15669574864090088,0.3989999999999999,0.6659999999999999,0.642,0.0,0.18181818181818182,0.3,0.2007963255512518,1,0.0313,1.0052373813340312,0.8,0.774
-0.6217685122773969,0.603,0.7979999999999999,0.175,0.0,0.0,0.625,-1.3425594895217305,1,0.0594,-0.9435749776644463,0.8,0.633
-0.7167928628824365,0.315,0.5589999999999999,0.466,0.0039,0.4545454545454546,0.0933,0.1783759539133672,1,0.0362,-0.13430909456378567,0.8,0.623
0.22577120893631794,0.419,0.794,0.612,0.0,0.6363636363636364,0.181,0.2591935726080674,1,0.253,0.13354062311994483,0.8,0.6679999999999999
-0.7806670759848047,0.2789999999999999,0.883,0.4639999999999999,1.51e-05,0.9090909090909092,0.0744,-0.9900903912145224,1,0.0591,-0.3316757137107505,0.8,0.925
-0.8881272671586509,0.0713,0.6940000000000001,0.7959999999999999,0.0163,0.4545454545454546,0.096,0.9795131869740555,1,0.198,-1.4999452722961506,0.8,0.5920000000000001
-0.48433431316788755,0.216,0.4479999999999999,0.612,0.0,0.18181818181818182,0.08,0.3512213771217097,1,0.0708,-0.8118461797562195,0.8,0.213
0.5460589636695038,0.00439,0.643,0.905,0.0,1.0,0.253,1.0923971511508463,0,0.0335,-0.24212522897239766,0.8,0.265
1.0480933285515348,0.0507,0.7090000000000001,0.589,0.0,0.7272727272727273,0.0585,-0.08415095584651335,0,0.0433,0.44823964072128697,0.6000000000000001,0.58
1.7461089305478183,0.00345,0.472,0.875,0.00576,0.36363636363636365,0.128,0.6333009365657919,0,0.0446,0.5229057124649815,0.8,0.461
1.8091183424979749,0.71,0.563,0.89,0.000385,0.18181818181818182,0.288,0.02716879635554119,0,0.0539,-1.2070325734809,0.8,0.895
0.9159517124935621,0.0296,0.6,0.931,7.099999999999999e-05,0.6363636363636364,0.392,0.7315855889783788,1,0.0734,0.6643947811893777,0.8,0.542
-0.6591279220529495,0.235,0.7490000000000001,0.573,0.0,0.18181818181818182,0.105,0.36555998689012414,0,0.255,0.29761774716176104,1.0,0.43
-0.2564765055831057,0.00522,0.6609999999999999,0.485,0.0414,0.5454545454545454,0.108,-0.7153104876525419,0,0.0378,1.0093854964309033,0.8,0.619
0.12858485545074871,0.0403,0.917,0.7859999999999999,0.0,1.0,0.195,0.6601532421320955,0,0.208,0.7660061720077107,0.8,0.441
-0.8376055838464338,0.4529999999999999,0.836,0.8370000000000001,0.36,0.09090909090909091,0.077,0.2607577845828036,1,0.157,-1.3953709421229088,0.8,0.578
0.5038566674415648,5.629999999999999e-05,0.579,0.865,0.000221,0.5454545454545454,0.649,0.7198539991678577,1,0.0302,-0.5602751994694575,0.8,0.358
0.767897755234891,0.00217,0.838,0.575,0.00872,0.5454545454545454,0.6409999999999999,-0.6968006459514978,0,0.221,-0.31968452385088564,0.8,0.726
-0.242501318963362,3.02e-05,0.446,0.915,0.0,0.6363636363636364,0.481,0.8397769172309612,1,0.0416,1.847548752769436,0.8,0.28
0.7017231710676393,0.0491,0.779,0.867,7.98e-06,0.2727272727272727,0.1969999999999999,0.9774275710077407,0,0.0457,0.6202992719663278,0.8,0.915
-0.18360836049773407,0.00881,0.7509999999999999,0.5539999999999999,0.0011099999999999,0.6363636363636364,0.0389,-1.0174641007724048,1,0.16,1.3599535092816672,0.8,0.526
0.7951216955065205,0.107,0.86,0.705,8.87e-06,0.9090909090909092,0.149,-1.319357011896478,0,0.0894,0.4647275267786019,0.8,0.8540000000000001
-1.40313364932386,0.966,0.307,0.0825,0.8440000000000001,0.9090909090909092,0.111,-3.520724664341792,1,0.0385,0.6091795348579059,0.8,0.0421
-0.07728970684480756,0.83,0.52,0.389,0.0265,0.36363636363636365,0.0937,-0.7880463444777724,1,0.0403,0.42003942968456953,0.8,0.326
-1.5977312045945735,0.457,0.479,0.416,1.7199999999999998e-05,0.36363636363636365,0.118,-1.0422307903723937,0,0.124,-1.445566620606065,0.8,0.514
0.8477361976070903,0.272,0.53,0.685,0.0,0.18181818181818182,0.1169999999999999,-0.12169204324018051,1,0.412,-1.3390402362695892,0.8,0.741
-0.019901502384028283,0.0138,0.64,0.755,0.0208,0.09090909090909091,0.12,0.8801857265783113,0,0.0287,-0.145707696552669,0.8,0.7440000000000001
0.7090047967692631,0.883,0.247,0.109,0.826,0.0,0.1,-4.193075111482539,1,0.0408,-1.9006392474099558,0.8,0.0909
0.4729486742615128,0.0328,0.852,0.537,0.000248,0.6363636363636364,0.2289999999999999,0.0076161466713399704,1,0.114,-0.7213545260463075,0.8,0.483
-0.5011114555207977,0.0468,0.708,0.6659999999999999,0.0,1.0,0.118,0.26466831451964384,1,0.0956,0.7996791063234948,0.8,0.326
0.6311553970471512,0.652,0.564,0.262,0.000204,0.0,0.0896,-3.204753845445094,1,0.105,-0.5773556733977534,0.8,0.376
-0.689568922610807,0.9,0.737,0.316,0.0,0.36363636363636365,0.111,-1.7343945891931314,1,0.0391,0.6891091812203206,0.8,0.8220000000000001
-0.37497155945917526,0.35,0.6,0.871,0.0,0.0,0.0584,0.7628698284731014,1,0.0492,-0.24735394548105993,0.8,0.511
0.24718368546508368,0.61,0.519,0.515,5.660000000000001e-05,0.4545454545454546,0.107,-0.5200446928063153,1,0.031,-1.4199110516035631,0.8,0.7140000000000001
-0.2574104908274945,1.35e-05,0.584,0.792,0.8490000000000001,0.36363636363636365,0.259,0.3725989407764368,1,0.0329,1.0108146789432708,0.8,0.784
-0.7659135683280703,0.48,0.5379999999999999,0.439,0.0,0.18181818181818182,0.174,0.23234126704176367,0,0.184,0.9233556808083833,0.8,0.325
1.9205047309028629,0.4579999999999999,0.419,0.358,0.0479,0.4545454545454546,0.168,-0.8592179893282663,1,0.033,0.26844150904342695,0.8,0.226
